[51, 78, 89, 43, 98, 22, 3, 1, 22, 93, 73, 54, 84, 40, 93, 68, 78, 56, 71, 85, 29, 88, 70, 64, 32, 69, 73, 9, 48, 23, 72, 79, 73, 72, 71, 87, 71, 6, 65, 49, 50, 7, 15, 21, 47, 64, 35, 49, 66, 55, 75, 25, 2, 14, 81, 58, 48, 96, 42, 43, 65, 64, 60, 17, 24, 2, 70, 3, 98, 75, 38, 8, 61, 14, 100, 91, 80, 75, 11, 92, 26, 63, 80, 45, 34, 91, 91, 17, 46, 6, 44, 97, 45, 14, 30, 79, 59, 79, 66, 30, 98, 70, 7, 28, 49, 25, 58, 56, 2, 21, 60, 71, 75, 32, 88, 69, 6, 97, 43, 1, 28, 60, 44, 80, 35, 54, 6, 88, 18, 69, 64, 41, 63, 37, 38, 2, 80, 60, 46, 55, 65, 82, 52, 24, 71, 46, 24, 24, 94, 42]
[81, 76, 52, 65, 32, 62, 34, 13, 86, 45, 66, 81, 45, 47, 21, 40, 23, 88, 88, 50, 47, 84, 96, 70, 100, 19, 64, 36, 57, 18, 39, 75, 78, 11, 87, 3, 96, 72, 28, 63, 32, 87, 49, 6, 95, 52, 34, 77, 46, 46, 26, 53, 7, 23, 73, 15, 43, 5, 97, 97, 86, 70, 38, 17, 62, 78, 32, 1, 21, 71, 21, 10, 100, 76, 81, 93, 70, 9, 45, 11, 31, 46, 97, 11, 61, 23, 56, 97, 33, 90, 88, 100, 100, 41, 93, 52, 15, 13, 85, 49, 24, 58, 8, 54, 59, 37, 92, 36, 33, 51, 60, 56, 96, 75, 3, 100, 19, 70, 25, 68, 38, 47, 32, 64, 33, 47, 54, 31, 98, 55, 26, 21, 12, 34, 56, 11, 29, 52, 77, 64, 92, 99, 38, 94, 90, 24, 47, 97, 91, 62]
[26, 74, 98, 84, 35, 38, 52, 3, 88, 39, 21, 78, 80, 17, 53, 77, 14, 69, 87, 21, 61, 25, 64, 24, 23, 50, 62, 97, 40, 26, 92, 2, 3, 47, 51, 26, 56, 46, 5, 73, 34, 45, 30, 35, 60, 5, 26, 17, 42, 76, 83, 21, 17, 9, 85, 55, 5, 33, 78, 47, 30, 70, 94, 23, 57, 6, 7, 34, 42, 10, 65, 88, 10, 11, 35, 28, 57, 83, 37, 22, 14, 32, 14, 75, 58, 55, 19, 93, 63, 28, 22, 86, 70, 82, 45, 70, 42, 51, 3, 3, 18, 4, 30, 71, 53, 10, 97, 55, 2, 8, 75, 36, 29, 72, 16, 33, 27, 89, 75, 19, 7, 64, 76, 60, 88, 59, 39, 39, 7, 32, 78, 24, 82, 52, 65, 12, 80, 7, 47, 4, 17, 87, 23, 15, 55, 62, 71, 18, 90, 23]
[99, 73, 99, 59, 77, 39, 49, 59, 85, 37, 26, 77, 99, 1, 6, 19, 36, 87, 80, 54, 51, 81, 72, 2, 30, 90, 80, 69, 52, 51, 65, 72, 10, 19, 65, 11, 23, 33, 74, 81, 69, 90, 9, 36, 56, 75, 78, 95, 77, 80, 72, 69, 9, 16, 69, 90, 65, 72, 70, 54, 40, 34, 93, 58, 92, 95, 87, 95, 73, 32, 93, 29, 80, 68, 11, 71, 48, 77, 23, 61, 61, 75, 32, 46, 31, 54, 68, 38, 40, 56, 2, 9, 26, 6, 72, 10, 29, 14, 15, 51, 25, 9, 98, 18, 55, 92, 68, 58, 77, 75, 17, 36, 67, 25, 90, 50, 73, 25, 2, 88, 31, 88, 20, 85, 56, 4, 11, 60, 76, 85, 51, 52, 65, 2, 70, 63, 97, 54, 16, 48, 7, 94, 9, 47, 23, 74, 90, 9, 94, 73]
[94, 36, 97, 67, 84, 39, 25, 17, 53, 19, 19, 10, 42, 6, 98, 72, 4, 26, 90, 92, 5, 49, 21, 6, 18, 51, 13, 35, 12, 59, 58, 33, 67, 27, 98, 2, 13, 49, 11, 94, 87, 80, 43, 91, 95, 51, 9, 66, 92, 42, 28, 92, 17, 5, 43, 32, 41, 26, 18, 93, 83, 33, 47, 59, 14, 76, 18, 59, 55, 40, 91, 11, 16, 78, 3, 18, 11, 65, 45, 21, 73, 87, 44, 8, 53, 42, 18, 32, 90, 35, 71, 77, 60, 4, 42, 3, 1, 6, 63, 10, 51, 56, 32, 53, 19, 32, 67, 5, 86, 87, 38, 43, 80, 71, 59, 92, 80, 90, 36, 41, 47, 92, 26, 87, 53, 88, 77, 58, 67, 49, 39, 88, 63, 49, 24, 42, 97, 53, 14, 83, 60, 4, 53, 46, 79, 19, 91, 9, 70, 25]
[98, 78, 87, 72, 39, 7, 35, 68, 28, 64, 54, 35, 11, 47, 72, 4, 1, 39, 14, 74, 87, 94, 89, 96, 42, 78, 59, 87, 94, 100, 99, 20, 69, 24, 93, 89, 65, 32, 6, 5, 18, 29, 34, 55, 60, 4, 61, 60, 62, 99, 31, 46, 7, 27, 41, 65, 30, 17, 31, 2, 27, 67, 69, 64, 12, 15, 18, 8, 8, 34, 48, 18, 56, 27, 93, 59, 95, 19, 28, 93, 26, 87, 28, 17, 16, 8, 90, 54, 74, 81, 67, 40, 98, 3, 54, 53, 60, 40, 42, 73, 42, 79, 92, 81, 68, 93, 62, 41, 22, 2, 86, 24, 71, 10, 37, 57, 68, 67, 12, 100, 93, 40, 93, 91, 7, 24, 99, 35, 97, 65, 79, 10, 91, 51, 83, 13, 85, 16, 45, 53, 26, 70, 1, 44, 91, 64, 42, 72, 11, 84]
[72, 42, 82, 35, 25, 99, 23, 14, 15, 31, 66, 16, 68, 7, 38, 29, 9, 12, 72, 30, 15, 24, 97, 21, 91, 58, 41, 46, 46, 43, 55, 15, 59, 99, 21, 44, 58, 43, 45, 77, 86, 78, 91, 49, 11, 71, 40, 44, 63, 77, 3, 41, 97, 89, 41, 40, 80, 97, 20, 30, 65, 29, 54, 17, 36, 23, 41, 50, 36, 42, 25, 18, 96, 95, 73, 83, 50, 23, 8, 80, 63, 67, 81, 36, 44, 93, 18, 41, 79, 77, 62, 82, 51, 25, 82, 29, 76, 22, 45, 62, 65, 23, 39, 30, 7, 81, 29, 76, 76, 39, 98, 51, 84, 55, 90, 62, 73, 19, 81, 58, 97, 47, 54, 41, 7, 9, 14, 1, 100, 90, 38, 89, 19, 36, 23, 58, 48, 76, 32, 75, 98, 55, 95, 28, 17, 65, 9, 56, 13, 97]
[37, 85, 2, 53, 98, 16, 46, 50, 40, 14, 35, 95, 72, 63, 55, 90, 2, 56, 29, 64, 82, 32, 10, 20, 8, 79, 53, 40, 91, 23, 82, 83, 92, 38, 46, 90, 52, 17, 62, 87, 72, 2, 75, 29, 6, 98, 3, 50, 71, 51, 85, 46, 69, 90, 69, 44, 80, 18, 88, 87, 26, 91, 13, 72, 51, 43, 13, 83, 31, 70, 55, 93, 69, 65, 9, 2, 65, 36, 66, 66, 94, 90, 43, 8, 70, 22, 34, 72, 12, 83, 69, 27, 68, 71, 84, 57, 49, 78, 38, 52, 9, 86, 91, 10, 8, 51, 51, 12, 71, 73, 37, 14, 84, 28, 3, 1, 99, 35, 97, 54, 32, 31, 17, 34, 48, 20, 83, 18, 41, 30, 8, 30, 23, 8, 68, 19, 41, 96, 15, 15, 21, 99, 81, 93, 56, 6, 13, 11, 6, 19]
[34, 45, 8, 5, 66, 6, 28, 87, 55, 68, 64, 82, 19, 20, 25, 20, 90, 15, 75, 93, 83, 47, 33, 93, 12, 18, 52, 71, 35, 93, 37, 69, 69, 33, 92, 100, 38, 4, 38, 71, 80, 14, 57, 19, 96, 86, 65, 25, 32, 75, 94, 91, 8, 17, 54, 72, 60, 29, 52, 17, 26, 26, 6, 66, 5, 44, 83, 68, 35, 49, 51, 37, 7, 38, 1, 24, 92, 98, 36, 16, 32, 67, 53, 50, 30, 30, 18, 57, 65, 11, 85, 68, 98, 80, 70, 40, 37, 6, 82, 94, 100, 81, 56, 33, 26, 55, 9, 90, 1, 21, 34, 44, 86, 69, 81, 65, 25, 88, 45, 42, 9, 62, 82, 96, 40, 75, 28, 5, 26, 36, 5, 69, 75, 63, 47, 74, 34, 94, 5, 61, 79, 39, 11, 70, 40, 89, 58, 15, 83, 45]
[50, 80, 20, 100, 39, 51, 42, 42, 14, 83, 48, 50, 80, 51, 93, 73, 99, 70, 49, 64, 86, 21, 88, 72, 36, 79, 52, 69, 83, 42, 14, 32, 45, 55, 96, 28, 66, 70, 9, 73, 56, 81, 7, 59, 3, 94, 21, 31, 95, 99, 89, 44, 70, 99, 14, 2, 63, 3, 85, 51, 72, 89, 26, 68, 34, 7, 86, 23, 13, 24, 25, 50, 72, 3, 32, 89, 16, 91, 9, 34, 89, 88, 53, 11, 42, 98, 98, 14, 28, 53, 66, 50, 54, 66, 6, 18, 19, 5, 41, 91, 15, 27, 6, 4, 47, 96, 78, 39, 60, 88, 91, 41, 6, 18, 2, 60, 64, 32, 34, 67, 77, 71, 79, 92, 39, 37, 76, 9, 75, 30, 79, 88, 98, 4, 16, 82, 82, 82, 50, 62, 91, 21, 3, 1, 15, 12, 10, 57, 91, 20]
[45, 24, 39, 24, 50, 28, 79, 29, 24, 25, 63, 24, 2, 8, 48, 59, 14, 83, 39, 26, 68, 38, 35, 87, 29, 72, 40, 4, 69, 32, 79, 66, 95, 46, 4, 70, 58, 60, 81, 42, 95, 17, 91, 5, 60, 10, 89, 35, 53, 60, 9, 9, 90, 67, 86, 26, 34, 16, 10, 22, 78, 93, 86, 30, 1, 94, 54, 10, 73, 71, 74, 65, 37, 18, 73, 21, 68, 93, 13, 60, 68, 82, 9, 16, 80, 49, 16, 94, 59, 88, 47, 48, 51, 65, 5, 82, 71, 21, 56, 26, 11, 77, 90, 60, 52, 26, 78, 75, 63, 84, 96, 45, 72, 41, 69, 54, 45, 17, 47, 27, 59, 61, 74, 22, 16, 9, 16, 12, 36, 24, 27, 49, 96, 75, 97, 80, 91, 67, 3, 69, 16, 68, 11, 3, 43, 46, 13, 59, 84, 63]
[89, 88, 53, 97, 63, 77, 67, 18, 93, 74, 76, 71, 97, 75, 77, 60, 35, 5, 67, 13, 56, 11, 74, 64, 25, 88, 68, 30, 33, 85, 43, 20, 56, 84, 3, 21, 35, 98, 15, 96, 92, 65, 12, 68, 54, 28, 8, 69, 44, 42, 42, 58, 12, 37, 37, 94, 25, 62, 39, 89, 78, 15, 47, 1, 10, 27, 53, 27, 96, 94, 83, 98, 65, 48, 66, 83, 58, 25, 17, 47, 58, 36, 71, 68, 50, 32, 65, 9, 30, 8, 52, 22, 80, 63, 80, 96, 83, 10, 33, 95, 79, 79, 88, 69, 23, 57, 76, 96, 60, 8, 5, 21, 67, 28, 64, 76, 54, 44, 75, 33, 35, 92, 100, 23, 6, 41, 58, 21, 86, 17, 39, 80, 25, 3, 92, 80, 17, 12, 82, 15, 35, 88, 62, 89, 86, 16, 63, 18, 26, 42]
[84, 75, 38, 71, 83, 4, 26, 89, 36, 100, 83, 6, 50, 12, 84, 40, 25, 95, 55, 44, 96, 66, 70, 34, 65, 92, 7, 11, 56, 26, 6, 91, 21, 57, 98, 5, 1, 6, 2, 40, 38, 32, 99, 79, 73, 70, 69, 2, 87, 29, 50, 71, 85, 60, 52, 57, 96, 73, 48, 96, 20, 54, 32, 47, 81, 82, 31, 6, 63, 47, 100, 53, 40, 57, 47, 28, 5, 54, 50, 98, 64, 94, 5, 12, 22, 77, 44, 22, 55, 29, 92, 92, 85, 48, 99, 89, 87, 83, 99, 7, 55, 60, 11, 55, 61, 9, 1, 83, 14, 46, 29, 57, 38, 13, 98, 73, 72, 2, 83, 77, 46, 71, 13, 75, 27, 15, 76, 72, 24, 54, 85, 25, 96, 46, 84, 70, 83, 26, 94, 92, 96, 86, 91, 6, 50, 37, 12, 28, 79, 26]
[77, 9, 30, 23, 26, 65, 25, 89, 9, 32, 61, 51, 26, 29, 84, 12, 6, 34, 61, 5, 82, 40, 17, 97, 11, 36, 93, 38, 37, 25, 59, 85, 95, 85, 15, 21, 3, 28, 78, 46, 100, 55, 27, 27, 89, 22, 55, 98, 30, 40, 37, 79, 54, 58, 72, 17, 99, 88, 30, 99, 49, 51, 1, 1, 53, 67, 61, 82, 100, 53, 71, 1, 37, 66, 22, 42, 85, 76, 74, 86, 67, 91, 36, 89, 35, 15, 68, 32, 47, 44, 6, 39, 97, 50, 47, 80, 95, 76, 63, 37, 86, 70, 30, 89, 24, 52, 47, 96, 86, 93, 31, 99, 62, 34, 17, 37, 37, 85, 11, 10, 90, 60, 96, 88, 30, 19, 17, 41, 55, 82, 15, 69, 69, 41, 95, 36, 39, 54, 10, 74, 100, 4, 28, 43, 59, 29, 81, 70, 56, 13]
[69, 31, 63, 50, 34, 91, 95, 50, 78, 97, 27, 5, 14, 43, 1, 84, 72, 14, 33, 58, 42, 8, 50, 18, 15, 89, 53, 52, 90, 24, 95, 44, 18, 16, 42, 72, 36, 69, 18, 61, 45, 22, 45, 79, 73, 40, 76, 88, 25, 42, 6, 47, 50, 99, 18, 43, 17, 74, 60, 92, 3, 45, 56, 93, 80, 27, 20, 70, 92, 8, 85, 36, 81, 25, 36, 27, 7, 82, 88, 4, 37, 99, 27, 45, 64, 61, 52, 14, 86, 14, 13, 38, 83, 22, 85, 15, 72, 79, 22, 29, 7, 89, 43, 85, 85, 92, 31, 11, 61, 72, 94, 6, 51, 82, 4, 3, 42, 9, 13, 32, 86, 42, 6, 90, 32, 10, 75, 76, 36, 56, 19, 39, 37, 17, 18, 6, 75, 99, 52, 16, 75, 56, 93, 63, 79, 84, 20, 10, 55, 17]
[73, 48, 58, 48, 62, 34, 15, 43, 85, 92, 59, 11, 8, 98, 77, 11, 15, 45, 27, 56, 5, 65, 14, 90, 72, 95, 24, 99, 98, 38, 91, 23, 60, 98, 21, 63, 77, 92, 85, 32, 65, 85, 76, 13, 16, 44, 51, 98, 75, 34, 17, 20, 47, 45, 74, 31, 64, 43, 86, 33, 75, 17, 68, 36, 33, 62, 20, 14, 37, 100, 80, 1, 36, 68, 1, 62, 98, 57, 98, 83, 36, 97, 14, 11, 23, 23, 92, 9, 98, 14, 37, 21, 64, 38, 94, 7, 89, 1, 87, 78, 15, 29, 58, 57, 75, 88, 74, 7, 61, 76, 10, 82, 56, 80, 30, 45, 86, 22, 52, 74, 47, 77, 13, 1, 70, 29, 8, 25, 75, 14, 15, 87, 57, 43, 21, 28, 67, 14, 6, 40, 41, 76, 21, 36, 41, 94, 60, 26, 18, 38]
[61, 31, 89, 31, 74, 95, 91, 86, 59, 17, 87, 36, 15, 82, 14, 35, 42, 43, 91, 45, 5, 44, 55, 78, 48, 32, 93, 5, 81, 74, 49, 64, 69, 12, 1, 49, 60, 62, 76, 61, 100, 44, 1, 53, 88, 57, 96, 18, 60, 6, 1, 45, 51, 38, 57, 8, 88, 8, 45, 75, 54, 82, 30, 18, 26, 51, 47, 92, 54, 90, 80, 34, 63, 98, 58, 21, 31, 80, 49, 10, 22, 75, 97, 34, 67, 51, 62, 91, 2, 71, 10, 28, 71, 93, 53, 100, 68, 42, 58, 15, 22, 29, 19, 29, 7, 86, 62, 1, 55, 70, 72, 79, 14, 48, 16, 46, 6, 88, 88, 47, 88, 29, 51, 2, 3, 39, 33, 88, 78, 43, 2, 53, 97, 95, 83, 83, 6, 7, 22, 8, 3, 78, 75, 49, 76, 36, 23, 76, 73, 64]
[2, 20, 48, 97, 100, 83, 51, 21, 55, 75, 74, 46, 91, 56, 94, 49, 87, 10, 33, 8, 52, 59, 29, 65, 67, 68, 2, 44, 86, 23, 95, 64, 21, 2, 75, 14, 93, 58, 100, 60, 44, 41, 63, 83, 94, 78, 41, 94, 72, 49, 61, 82, 18, 93, 26, 82, 72, 13, 62, 20, 48, 28, 26, 23, 89, 58, 38, 67, 91, 36, 15, 97, 15, 92, 69, 19, 18, 50, 44, 5, 32, 41, 49, 28, 54, 83, 70, 74, 30, 29, 38, 48, 81, 1, 84, 15, 36, 36, 30, 90, 99, 72, 64, 99, 64, 77, 60, 25, 42, 81, 55, 77, 30, 86, 16, 69, 6, 97, 90, 33, 75, 1, 1, 70, 63, 27, 47, 48, 9, 3, 35, 72, 36, 13, 62, 41, 25, 13, 95, 53, 7, 63, 13, 20, 57, 62, 95, 84, 42, 14]
[69, 80, 42, 76, 43, 53, 76, 7, 57, 92, 40, 34, 88, 17, 49, 45, 88, 72, 41, 20, 41, 38, 50, 14, 55, 32, 70, 28, 48, 39, 79, 56, 7, 86, 1, 53, 84, 59, 82, 96, 21, 4, 87, 98, 76, 39, 53, 61, 74, 5, 39, 45, 4, 68, 12, 47, 84, 22, 1, 49, 63, 61, 59, 49, 27, 31, 74, 14, 39, 35, 74, 83, 99, 31, 52, 70, 29, 47, 71, 14, 89, 21, 25, 37, 87, 30, 82, 59, 12, 43, 33, 26, 20, 54, 47, 26, 1, 13, 34, 91, 99, 18, 28, 33, 47, 11, 6, 57, 3, 94, 24, 89, 99, 49, 27, 43, 7, 45, 44, 41, 28, 24, 20, 44, 26, 44, 47, 71, 80, 17, 5, 37, 65, 79, 1, 36, 85, 3, 86, 15, 81, 98, 77, 72, 87, 4, 69, 36, 2, 99]
[50, 42, 30, 36, 96, 41, 44, 12, 71, 59, 64, 58, 83, 89, 10, 28, 86, 66, 76, 44, 47, 11, 31, 49, 21, 35, 75, 78, 29, 84, 3, 73, 9, 79, 64, 21, 87, 13, 38, 5, 1, 85, 58, 51, 36, 19, 31, 41, 80, 36, 99, 63, 21, 62, 51, 62, 8, 76, 39, 91, 47, 67, 82, 36, 3, 60, 59, 42, 84, 40, 65, 83, 54, 20, 13, 19, 71, 36, 11, 50, 38, 60, 70, 100, 76, 16, 11, 31, 99, 42, 96, 82, 56, 15, 91, 94, 48, 75, 21, 45, 96, 8, 94, 96, 36, 97, 95, 61, 23, 95, 76, 9, 66, 9, 53, 61, 21, 70, 95, 15, 34, 79, 51, 69, 35, 99, 93, 95, 31, 63, 63, 94, 68, 16, 8, 99, 31, 97, 91, 13, 97, 58, 72, 2, 66, 55, 77, 11, 99, 43]
[68, 71, 7, 68, 32, 75, 85, 63, 22, 6, 11, 69, 88, 39, 68, 26, 74, 55, 79, 68, 34, 59, 22, 13, 58, 13, 76, 31, 91, 18, 65, 98, 28, 53, 80, 2, 60, 46, 81, 10, 72, 26, 37, 15, 54, 4, 6, 26, 42, 49, 13, 70, 23, 46, 41, 46, 50, 48, 99, 61, 10, 20, 12, 38, 54, 44, 10, 5, 36, 100, 71, 60, 18, 20, 91, 43, 89, 5, 53, 78, 41, 97, 98, 35, 28, 38, 65, 35, 32, 76, 48, 56, 36, 100, 85, 33, 80, 43, 22, 37, 48, 68, 86, 57, 30, 19, 20, 80, 35, 89, 10, 68, 69, 69, 100, 85, 12, 65, 62, 77, 12, 12, 39, 26, 6, 85, 73, 76, 67, 5, 4, 74, 53, 20, 94, 31, 21, 33, 89, 17, 69, 32, 46, 5, 9, 46, 64, 10, 39, 80]
